year,month,day,dep_time,dep_delay,arr_time,arr_delay,cancelled,carrier,tailnum,flight,origin,dest,air_time,distance,hour,min
2014,7,14,1624,25,1944,30,0,B6,N558JB,1801,JFK,FLL,145,1069,16,24
2014,7,14,2212,296,2340,269,0,B6,N183JB,1185,JFK,RDU,68,427,22,12
2014,7,14,759,-1,903,-13,0,B6,N183JB,1307,JFK,IAD,43,228,7,59
2014,7,14,1154,11,1327,19,0,B6,N183JB,1105,JFK,ORD,128,740,11,54
2014,7,14,827,-9,944,-5,0,B6,N368JB,2280,EWR,BOS,42,200,8,27
2014,7,14,559,-1,827,-4,0,B6,N537JB,27,EWR,MCO,120,937,5,59
2014,7,14,1309,21,1536,12,0,B6,N537JB,927,EWR,MCO,121,937,13,9
2014,7,14,2348,169,316,192,0,B6,N537JB,523,JFK,LAX,332,2475,23,48
2014,7,14,855,10,1133,-16,0,B6,N547JB,63,JFK,SEA,319,2422,8,55
2014,7,14,2400,125,333,160,0,B6,N547JB,1201,JFK,FLL,131,1069,24,0
2014,7,14,1408,38,1655,32,0,B6,N552JB,505,EWR,FLL,144,1065,14,8
2014,7,14,742,-2,1059,2,0,B6,N554JB,15,JFK,SFO,345,2586,7,42
2014,7,14,910,5,1133,17,0,B6,N561JB,841,JFK,SAV,99,718,9,10
2014,7,14,2400,211,325,219,0,B6,N562JB,71,JFK,SLC,282,1990,24,0
2014,7,14,812,12,1111,8,0,B6,N564JB,1511,EWR,RSW,143,1068,8,12
2014,7,14,719,-1,953,-18,0,B6,N566JB,1717,LGA,TPA,135,1010,7,19
2014,7,14,1430,1,1724,-9,0,B6,N566JB,301,JFK,FLL,142,1069,14,30
2014,7,14,734,4,1112,-13,0,B6,N568JB,1289,EWR,SJU,195,1608,7,34
2014,7,14,841,-4,1136,12,0,B6,N570JB,189,JFK,SAN,340,2446,8,41
2014,7,14,21,156,347,212,0,B6,N570JB,611,JFK,LAS,302,2248,0,21
2014,7,14,1017,2,1314,5,0,B6,N579JB,1,JFK,FLL,148,1069,10,17
2014,7,14,814,-1,1106,-7,0,B6,N580JB,901,JFK,FLL,151,1069,8,14
2014,7,14,1552,15,2006,71,0,B6,N580JB,1729,JFK,RSW,153,1074,15,52
2014,7,14,1642,-3,2145,119,0,B6,N658JB,89,JFK,SAN,322,2446,16,42
2014,7,14,9,70,143,97,0,B6,N661JB,718,JFK,BOS,39,187,0,9
2014,7,14,1558,-2,1850,-12,0,B6,N662JB,1161,LGA,PBI,136,1035,15,58
2014,7,14,6,187,425,270,0,B6,N706JB,1295,JFK,AUS,242,1521,0,6
2014,7,14,745,75,1024,56,0,B6,N507JB,929,JFK,RSW,142,1074,7,45
2014,7,14,650,0,923,-10,0,B6,N517JB,525,JFK,TPA,138,1005,6,50
2014,7,14,852,25,1124,15,0,B6,N526JB,1783,JFK,MCO,121,944,8,52
2014,7,14,534,-6,916,-6,0,B6,N529JB,1403,JFK,SJU,195,1598,5,34
2014,7,14,1500,6,1904,5,0,B6,N529JB,703,JFK,SJU,196,1598,15,0
2014,7,14,740,-4,953,-10,0,B6,N624JB,677,JFK,JAX,111,828,7,40
2014,7,14,1352,-3,1553,-6,0,B6,N624JB,1373,JFK,CHS,89,636,13,52
2014,7,14,1946,16,2332,59,0,B6,N624JB,225,JFK,TPA,129,1005,19,46
2014,7,14,5,98,502,159,0,B6,N627JB,1203,JFK,SJU,198,1598,0,5
2014,7,14,832,62,1129,72,0,B6,N629JB,461,LGA,PBI,154,1035,8,32
2014,7,14,1539,39,1821,25,0,B6,N629JB,573,EWR,TPA,138,997,15,39
2014,7,14,930,-2,1159,-14,0,B6,N630JB,483,JFK,MCO,124,944,9,30
2014,7,14,2358,153,229,150,0,B6,N632JB,527,EWR,MCO,124,937,23,58
2014,7,14,2352,203,246,207,0,B6,N633JB,1083,JFK,MCO,124,944,23,52
2014,7,14,1322,10,1610,-9,0,B6,N636JB,1639,LGA,RSW,151,1080,13,22
2014,7,14,629,-1,910,22,0,B6,N637JB,211,JFK,LAS,313,2248,6,29
2014,7,14,1846,46,2357,147,0,B6,N638JB,415,JFK,SFO,337,2586,18,46
2014,7,14,1139,10,1355,-6,0,B6,N641JB,127,EWR,MCO,121,937,11,39
2014,7,14,58,248,436,277,0,B6,N643JB,1205,JFK,PDX,322,2454,0,58
2014,7,14,906,6,1153,-9,0,B6,N645JB,5,EWR,FLL,144,1065,9,6
2014,7,14,658,-6,903,-4,0,B6,N646JB,1273,JFK,CHS,92,636,6,58
2014,7,14,1225,-3,1502,-12,0,B6,N646JB,323,JFK,LAX,318,2475,12,25
2014,7,14,715,-5,952,-7,0,B6,N648JB,683,JFK,MCO,125,944,7,15
2014,7,14,946,-3,1224,10,0,B6,N649JB,411,JFK,LAS,300,2248,9,46
2014,7,14,556,-4,833,-18,0,B6,N651JB,371,LGA,FLL,136,1076,5,56
2014,7,14,1330,0,1629,-8,0,B6,N651JB,431,LGA,SRQ,153,1047,13,30
2014,7,14,1542,-3,1805,-10,0,B6,N652JB,1041,JFK,SAV,100,718,15,42
2014,7,14,631,1,903,-2,0,B6,N589JB,1099,LGA,MCO,124,950,6,31
2014,7,14,1344,-1,1624,-8,0,B6,N589JB,553,JFK,PBI,132,1028,13,44
2014,7,14,1958,-1,2321,56,0,B6,N597JB,135,JFK,PHX,294,2153,19,58
2014,7,14,1851,1,2143,-8,0,B6,N598JB,153,JFK,PBI,141,1028,18,51
2014,7,14,1936,-4,2335,61,0,B6,N605JB,65,JFK,ABQ,262,1826,19,36
2014,7,14,1452,7,1743,-11,0,B6,N606JB,1171,LGA,FLL,140,1076,14,52
2014,7,14,1009,-1,1251,-3,0,B6,N607JB,925,JFK,TPA,135,1005,10,9
2014,7,14,2251,261,248,297,0,B6,N618JB,669,JFK,SJC,346,2569,22,51
2014,7,14,1039,0,1337,15,0,B6,N653JB,53,JFK,PBI,150,1028,10,39
2014,7,14,19,230,404,246,0,B6,N655JB,915,JFK,SFO,335,2586,0,19
2014,7,14,538,-2,912,-7,0,B6,N796JB,939,JFK,BQN,196,1576,5,38
2014,7,14,1437,8,1731,5,0,B6,N796JB,1883,JFK,MCO,126,944,14,37
2014,7,14,1445,-3,1719,-3,0,B6,N804JB,477,JFK,JAX,113,828,14,45
2014,7,14,1609,-6,1950,26,0,B6,N805JB,423,JFK,LAX,351,2475,16,9
2014,7,14,2249,209,200,202,0,B6,N809JB,161,JFK,SMF,345,2521,22,49
2014,7,14,602,2,824,-9,0,B6,N903JB,583,JFK,MCO,122,944,6,2
2014,7,14,1331,11,1722,8,0,B6,N903JB,403,JFK,SJU,197,1598,13,31
2014,7,14,653,-2,953,9,0,B6,N923JB,23,JFK,LAX,335,2475,6,53
2014,7,14,923,-2,1216,5,0,B6,N929JB,223,JFK,LAX,318,2475,9,23
2014,7,14,1058,13,1359,13,0,B6,N709JB,971,LGA,FLL,148,1076,10,58
2014,7,14,633,-2,758,-1,0,B6,N715JB,905,JFK,ORD,125,740,6,33
2014,7,14,921,-9,1149,-28,0,B6,N729JB,199,LGA,MCO,126,950,9,21
2014,7,14,1423,3,1729,15,0,B6,N746JB,213,JFK,LGB,335,2465,14,23
2014,7,14,1621,22,1917,16,0,B6,N760JB,283,JFK,MCO,128,944,16,21
2014,7,14,729,0,1115,-5,0,B6,N763JB,3,JFK,SJU,200,1598,7,29
2014,7,14,757,-2,924,-12,0,B6,N768JB,885,JFK,RDU,66,427,7,57
2014,7,14,1157,-2,1428,-13,0,B6,N775JB,83,JFK,MCO,129,944,11,57
2014,7,14,925,-5,1217,-16,0,B6,N779JB,271,LGA,FLL,146,1076,9,25
2014,7,14,1718,11,2143,30,0,B6,N789JB,803,JFK,SJU,212,1598,17,18
2014,7,14,1303,3,1527,2,0,DL,N891AT,1798,EWR,ATL,116,746,13,3
2014,7,14,1430,1,1656,19,0,DL,N964DL,1819,LGA,MSP,186,1020,14,30
2014,7,14,1000,0,1218,-20,0,DL,N807DN,1847,LGA,ATL,101,762,10,0
2014,7,14,2306,211,157,186,0,DL,N937DL,1854,LGA,FLL,153,1076,23,6
2014,7,14,1151,11,1428,-11,0,DL,N314NB,1875,LGA,TPA,135,1010,11,51
2014,7,14,659,-6,949,-19,0,DL,N317NB,1879,LGA,FLL,145,1076,6,59
2014,7,14,953,-7,1239,-18,0,DL,N945DL,1885,LGA,MCO,121,950,9,53
2014,7,14,1544,-6,1918,15,0,DL,N333NB,1902,LGA,PBI,177,1035,15,44
2014,7,14,1029,-6,1332,-7,0,DL,N371NB,1903,LGA,SRQ,144,1047,10,29
2014,7,14,607,-8,755,-10,0,DL,N325NB,1919,LGA,MSP,152,1020,6,7
2014,7,14,1347,-3,1641,-27,0,DL,N904DE,1923,LGA,MIA,157,1096,13,47
2014,7,14,1756,-3,2154,51,0,DL,N371NB,1935,LGA,TPA,139,1010,17,56
2014,7,14,907,847,1134,836,0,DL,N904DA,947,LGA,ATL,107,762,9,7
2014,7,14,557,-3,745,-12,0,DL,N340NB,1129,EWR,DTW,86,488,5,57
2014,7,14,1238,-2,1436,-3,0,DL,N958DL,1131,LGA,DTW,93,502,12,38
2014,7,14,828,-2,1019,-7,0,DL,N905DE,1157,EWR,MSP,146,1008,8,28
2014,7,14,1320,-5,1558,-28,0,DL,N301NB,1174,LGA,PBI,137,1035,13,20
2014,7,14,2130,281,54,300,0,DL,N360NW,1185,EWR,SLC,277,1969,21,30
2014,7,14,2100,130,2320,144,0,DL,N365NB,1187,EWR,MSP,140,1008,21,0
2014,7,14,1451,3,1634,-15,0,DL,N919DE,1231,LGA,DTW,83,502,14,51
2014,7,14,42,222,259,215,0,DL,N921DN,1247,LGA,ATL,102,762,0,42
2014,7,14,2330,210,204,178,0,DL,N351NB,1431,LGA,TPA,135,1010,23,30
2014,7,14,2010,10,2316,14,0,DL,N944DL,1485,LGA,MCO,125,950,20,10
2014,7,14,1958,239,2326,281,0,DL,N959DN,1499,LGA,ATL,116,762,19,58
2014,7,14,714,14,918,-14,0,DL,N803DN,1547,LGA,ATL,102,762,7,14
2014,7,14,900,-5,1053,-18,0,DL,N934DL,189,LGA,DTW,82,502,9,0
2014,7,14,2042,222,2338,237,0,DL,N807DN,221,LGA,ATL,115,762,20,42
2014,7,14,1144,-1,1345,-16,0,DL,N934AT,346,EWR,ATL,100,746,11,44
2014,7,14,1039,-6,1313,-1,0,DL,N3735D,404,JFK,LAS,302,2248,10,39
2014,7,14,938,-2,1229,-17,0,DL,N703TW,405,JFK,SEA,321,2422,9,38
2014,7,14,1856,17,2159,-15,0,DL,N386DA,409,JFK,MIA,140,1089,18,56
2014,7,14,855,-5,1233,-22,0,DL,N389DA,413,JFK,SJU,192,1598,8,55
2014,7,14,1632,2,2220,115,0,DL,N717TW,415,JFK,SFO,359,2586,16,32
2014,7,14,1822,17,2344,134,0,DL,N1501P,417,JFK,LAX,336,2475,18,22
2014,7,14,1258,1,1544,20,0,DL,N904DL,420,JFK,ATL,121,760,12,58
2014,7,14,625,0,840,-10,0,DL,N918DE,421,JFK,ATL,103,760,6,25
2014,7,14,925,-5,1157,-36,0,DL,N624AG,422,JFK,LAX,311,2475,9,25
2014,7,14,1154,-6,1437,-21,0,DL,N721TW,423,JFK,LAX,315,2475,11,54
2014,7,14,708,8,1000,-10,0,DL,N156DL,424,JFK,LAX,316,2475,7,8
2014,7,14,1512,-3,1833,-13,0,DL,N181DN,425,JFK,LAX,334,2475,15,12
2014,7,14,1826,-4,2218,81,0,DL,N3746H,426,JFK,MSP,144,1029,18,26
2014,7,14,2327,147,248,146,0,DL,N156DL,427,JFK,LAX,326,2475,23,27
2014,7,14,234,155,625,149,0,DL,N3754A,428,JFK,SJU,196,1598,2,34
2014,7,14,808,-7,918,-14,0,DL,N366NB,429,JFK,BOS,37,187,8,8
2014,7,14,858,-2,1214,-17,0,DL,N710TW,431,JFK,SFO,350,2586,8,58
2014,7,14,1144,-1,1450,-20,0,DL,N722TW,432,JFK,SFO,342,2586,11,44
2014,7,14,1928,-2,2322,62,0,DL,N385DN,433,JFK,DEN,238,1626,19,28
2014,7,14,1916,1,2359,50,0,DL,N713TW,435,JFK,SFO,375,2586,19,16
2014,7,14,807,-3,1045,-29,0,DL,N614DL,436,JFK,PDX,320,2454,8,7
2014,7,14,2016,7,12,29,0,DL,N679DA,437,JFK,SLC,275,1990,20,16
2014,7,14,2206,91,47,48,0,DL,N380DA,438,JFK,PDX,314,2454,22,6
2014,7,14,1441,102,1545,92,0,DL,N337NB,439,JFK,BOS,40,187,14,41
2014,7,14,655,-5,949,-16,0,DL,N707TW,440,JFK,SEA,332,2422,6,55
2014,7,14,1141,-4,1455,7,0,DL,N3767,441,JFK,MIA,149,1089,11,41
2014,7,14,1846,1,2340,82,0,DL,N652DL,443,JFK,SEA,312,2422,18,46
2014,7,14,1528,-4,1845,77,0,DL,N723TW,447,JFK,PIT,61,340,15,28
2014,7,14,1553,-2,1943,18,0,DL,N635DL,448,JFK,SLC,295,1990,15,53
2014,7,14,814,-1,1155,-21,0,DL,N689DL,454,JFK,STT,199,1623,8,14
2014,7,14,1244,-1,1508,-23,0,DL,N3759,456,JFK,MCO,127,944,12,44
2014,7,14,137,222,326,243,0,DL,N337NB,459,JFK,BOS,38,187,1,37
2014,7,14,717,-3,1027,2,0,DL,N670DN,462,JFK,SLC,283,1990,7,17
2014,7,14,1119,4,1420,0,0,DL,N3749D,463,JFK,SLC,273,1990,11,19
2014,7,14,659,-1,1029,-1,0,DL,N704X,469,JFK,SFO,361,2586,6,59
2014,7,14,816,1,1126,6,0,DL,N183DN,472,JFK,LAX,327,2475,8,16
2014,7,14,857,22,1116,17,0,DL,N697DL,479,JFK,ATL,105,760,8,57
2014,7,14,804,-6,1041,-15,0,DL,N330NW,483,JFK,MCO,131,944,8,4
2014,7,14,1428,-2,1754,-16,0,DL,N727TW,486,JFK,SFO,355,2586,14,28
2014,7,14,1121,-9,1419,-18,0,DL,N976DL,497,JFK,FLL,149,1069,11,21
2014,7,14,1308,-2,1616,2,0,DL,N37700,498,JFK,SLC,276,1990,13,8
2014,7,14,631,1,841,-14,0,DL,N924AT,575,EWR,ATL,102,746,6,31
2014,7,14,823,1087,1046,1090,0,DL,N966AT,673,EWR,ATL,97,746,8,23
2014,7,14,1532,-3,1958,119,0,DL,N893AT,699,EWR,ATL,106,746,15,32
2014,7,14,559,-1,753,3,0,DL,N353NW,731,LGA,DTW,90,502,5,59
2014,7,14,1255,-4,1511,-23,0,DL,N922DX,781,LGA,ATL,113,762,12,55
2014,7,14,743,-2,947,-18,0,DL,N921AT,807,EWR,ATL,100,746,7,43
2014,7,14,719,-1,908,-11,0,DL,N958DL,831,LGA,DTW,86,502,7,19
2014,7,14,1955,115,2253,135,0,DL,N822DN,858,LGA,ATL,114,762,19,55
2014,7,14,1004,54,1313,48,0,DL,N358NW,874,LGA,MIA,152,1096,10,4
2014,7,14,1711,-4,2023,45,0,DL,N353NW,884,LGA,DEN,224,1620,17,11
2014,7,14,555,-5,825,2,0,DL,N666DN,904,LGA,ATL,101,762,5,55
2014,7,14,1825,5,2133,10,0,DL,N999DN,1585,LGA,MCO,124,950,18,25
2014,7,14,1624,-1,1912,33,0,DL,N338NW,1619,LGA,MSP,157,1020,16,24
2014,7,14,1056,-4,1315,-18,0,DL,N802DN,1647,LGA,ATL,100,762,10,56
2014,7,14,1535,66,1825,61,0,DL,N323NB,1685,LGA,MCO,143,950,15,35
2014,7,14,1534,19,1751,9,0,DL,N316NB,1705,LGA,MSY,164,1183,15,34
2014,7,14,1844,29,2147,66,0,DL,N357NB,1715,LGA,MSY,166,1183,18,44
2014,7,14,859,-1,1127,-9,0,DL,N919DL,1747,LGA,ATL,108,762,8,59
2014,7,14,1424,-5,1712,-28,0,DL,N317NB,1779,LGA,FLL,153,1076,14,24
2014,7,14,1125,-5,1408,-19,0,DL,N913DL,1788,LGA,MCO,121,950,11,25
2014,7,14,1158,-1,1412,-23,0,DL,N914DL,1947,LGA,ATL,106,762,11,58
2014,7,14,1548,19,1926,34,0,DL,N951DL,1982,LGA,MIA,150,1096,15,48
2014,7,14,750,45,1044,30,0,DL,N323NB,2003,LGA,MIA,151,1096,7,50
2014,7,14,805,-5,1012,-10,0,DL,N333NB,2006,LGA,MSY,151,1183,8,5
2014,7,14,1839,-6,2156,59,0,DL,N913DL,2019,LGA,MSP,145,1020,18,39
2014,7,14,2224,259,110,250,0,DL,N6709,2022,JFK,LAS,298,2248,22,24
2014,7,14,840,950,1058,941,0,DL,N895AT,2042,EWR,ATL,104,746,8,40
2014,7,14,1536,1,1851,26,0,DL,N394DA,2043,JFK,ATL,118,760,15,36
2014,7,14,1850,0,2149,12,0,DL,N689DL,2044,JFK,ATL,111,760,18,50
2014,7,14,800,0,1013,-20,0,DL,N923DL,2047,LGA,ATL,108,762,8,0
2014,7,14,1949,139,2219,132,0,DL,N917DL,2057,LGA,ATL,122,762,19,49
2014,7,14,1616,-4,1922,-29,0,DL,N3763D,2065,JFK,FLL,139,1069,16,16
2014,7,14,1501,-8,1740,-20,0,DL,N3740C,2082,JFK,LAS,300,2248,15,1
2014,7,14,1127,5,1436,-3,0,DL,N312US,2098,LGA,MIA,153,1096,11,27
2014,7,14,825,-5,1024,-10,0,DL,N964DN,2119,LGA,MSP,150,1020,8,25
2014,7,14,1807,-8,2010,-21,0,DL,N958DL,2131,LGA,DTW,89,502,18,7
2014,7,14,1949,34,2237,5,0,DL,N312US,2139,LGA,MIA,150,1096,19,49
2014,7,14,7,277,218,253,0,DL,N921AT,2142,EWR,ATL,101,746,0,7
2014,7,14,1855,-5,2134,-39,0,DL,N366NW,2159,JFK,MCO,126,944,18,55
2014,7,14,824,-6,1055,-26,0,DL,N935DL,2165,JFK,TPA,135,1005,8,24
2014,7,14,1610,0,2004,50,0,DL,N319NB,2181,LGA,MCO,138,950,16,10
2014,7,14,1448,-7,1833,-30,0,DL,N3765,2188,JFK,SJU,193,1598,14,48
2014,7,14,755,-5,1040,-25,0,DL,N337NW,2190,JFK,MIA,140,1089,7,55
2014,7,14,1639,-1,1936,6,0,DL,N702TW,2201,JFK,ATL,113,760,16,39
2014,7,14,1128,-2,1331,0,0,DL,N373NW,2219,LGA,MSP,148,1020,11,28
2014,7,14,1743,53,2012,73,0,DL,N358NW,2231,LGA,DTW,86,502,17,43
2014,7,14,1924,-6,1,75,0,DL,N374DA,2242,JFK,SAT,211,1587,19,24
2014,7,14,1358,-1,1627,-5,0,DL,N907DA,2247,LGA,ATL,116,762,13,58
2014,7,14,829,-1,1112,-18,0,DL,N3748Y,2254,JFK,AUS,199,1521,8,29
2014,7,14,33,356,419,382,0,DL,N3748Y,2256,JFK,AUS,201,1521,0,33
2014,7,14,805,-10,1052,-15,0,DL,N354NB,2280,LGA,TPA,135,1010,8,5
2014,7,14,917,17,1135,18,0,DL,N382DA,2282,JFK,PHX,295,2153,9,17
2014,7,14,653,-7,913,-33,0,DL,N904DE,2285,LGA,MCO,123,950,6,53
2014,7,14,2350,435,238,395,0,DL,N371DA,2303,JFK,PDX,320,2454,23,50
2014,7,14,1004,-1,1206,-6,0,DL,N917DL,2319,LGA,MSP,149,1020,10,4
2014,7,14,2356,171,248,170,0,DL,N3767,2323,JFK,LAS,292,2248,23,56
2014,7,14,38,233,213,210,0,DL,N317NB,2331,LGA,DTW,75,502,0,38
2014,7,14,1029,-1,1229,-19,0,DL,N995AT,2343,EWR,ATL,102,746,10,29
2014,7,14,1513,14,1808,27,0,DL,N922DL,2347,LGA,ATL,118,762,15,13
2014,7,14,2016,1,23,2,0,DL,N3733Z,2364,JFK,SJU,196,1598,20,16
2014,7,14,656,-4,1035,-19,0,DL,N3772H,2365,JFK,SJU,192,1598,6,56
2014,7,14,2005,65,2333,87,0,DL,N314NB,2370,LGA,PBI,147,1035,20,5
2014,7,14,722,-8,949,-9,0,DL,N374DA,2379,JFK,LAS,297,2248,7,22
2014,7,14,1845,-1,2146,-9,0,DL,N910DE,2391,JFK,TPA,135,1005,18,45
2014,7,14,758,-7,1119,17,0,DL,N316NB,2395,LGA,PBI,156,1035,7,58
2014,7,14,806,-4,1043,-27,0,DL,N394DA,2431,JFK,FLL,135,1069,8,6
2014,7,14,1054,-6,1304,5,0,DL,N319NB,2449,LGA,DTW,84,502,10,54
2014,7,14,1556,-4,1857,-8,0,DL,N3730B,2459,JFK,MCO,135,944,15,56
2014,7,14,1045,0,1350,6,0,DL,N357NB,2463,LGA,PBI,150,1035,10,45
2014,7,14,2127,247,2251,238,0,DL,N337NB,2466,JFK,BOS,44,187,21,27
2014,7,14,835,-10,1150,-8,0,DL,N338NW,2495,LGA,FLL,158,1076,8,35
2014,7,14,1502,-8,1752,-25,0,DL,N354NB,2498,LGA,TPA,144,1010,15,2
2014,7,14,840,0,1124,-5,0,DL,N3755D,2506,JFK,SAN,324,2446,8,40
2014,7,14,1033,-7,1344,-7,0,DL,N910DE,2524,LGA,FLL,148,1076,10,33
2014,7,14,2139,209,26,223,0,DL,N926AT,2537,EWR,ATL,100,746,21,39
2014,7,14,859,-1,1059,-26,0,DL,N998AT,2558,EWR,ATL,101,746,8,59
2014,7,14,1153,-7,1454,-23,0,DL,N944DL,2562,LGA,FLL,145,1076,11,53
2014,7,14,759,-6,1026,1,0,DL,N355NW,2594,LGA,DEN,241,1620,7,59
2014,7,14,1843,12,2310,81,0,DL,N389DA,2616,JFK,SAN,335,2446,18,43
2014,7,14,1138,13,1242,13,0,B6,N317JB,2380,EWR,BOS,40,200,11,38
2014,7,14,940,-4,1110,11,0,B6,N323JB,586,JFK,ROC,53,264,9,40
2014,7,14,1344,19,1503,16,0,B6,N323JB,286,JFK,ROC,57,264,13,44
2014,7,14,2317,92,144,107,0,B6,N323JB,775,JFK,MSY,157,1182,23,17
2014,7,14,2240,461,54,511,0,EV,N13992,3267,EWR,ORF,49,284,22,40
2014,7,14,1004,14,1207,0,0,EV,N13970,4087,EWR,IND,102,645,10,4
2014,7,14,805,13,942,7,0,EV,N12160,4099,EWR,STL,134,872,8,5
2014,7,14,1522,142,1635,139,0,EV,N14998,4104,EWR,BNA,111,748,15,22
2014,7,14,742,-5,952,8,0,EV,N12967,4111,EWR,CHS,91,628,7,42
2014,7,14,1734,-1,2033,42,0,EV,N11121,4113,EWR,IND,114,645,17,34
2014,7,14,631,-4,853,-16,0,EV,N14904,4137,EWR,ATL,106,746,6,31
2014,7,14,2213,386,21,426,0,EV,N15985,4140,EWR,RIC,66,277,22,13
2014,7,14,1324,38,1621,66,0,EV,N12967,4141,EWR,ATL,134,746,13,24
2014,7,14,625,-5,831,0,0,EV,N36915,4150,EWR,CVG,96,569,6,25
2014,7,14,2237,203,136,227,0,EV,N16976,4152,EWR,ATL,106,746,22,37
2014,7,14,2331,122,52,127,0,EV,N26549,4186,EWR,DCA,37,199,23,31
2014,7,14,955,-9,1105,-19,0,EV,N16170,4187,EWR,BNA,110,748,9,55
2014,7,14,2135,246,2338,278,0,EV,N14920,4191,EWR,BNA,116,748,21,35
2014,7,14,1451,76,1701,82,0,EV,N12145,4193,EWR,MSP,172,1008,14,51
2014,7,14,808,-2,1002,-3,0,EV,N14907,4166,EWR,GSP,85,594,8,8
2014,7,14,2240,416,55,465,0,EV,N11548,4171,EWR,MSN,124,799,22,40
2014,7,14,1647,90,1830,72,0,EV,N29917,4118,EWR,DTW,86,488,16,47
2014,7,14,937,-5,1104,-29,0,EV,N26549,4120,LGA,CLE,68,419,9,37
2014,7,14,754,-5,921,-17,0,EV,N15574,4125,EWR,GSO,67,445,7,54
2014,7,14,1346,39,1521,58,0,EV,N16961,4129,EWR,DCA,59,199,13,46
2014,7,14,1028,-7,1224,-10,0,EV,N15985,4255,EWR,CHS,92,628,10,28
2014,7,14,2135,303,26,336,0,EV,N12163,4294,EWR,SAV,104,708,21,35
2014,7,14,817,-3,1008,-9,0,EV,N12924,4297,EWR,DTW,85,488,8,17
2014,7,14,2157,339,2337,363,0,EV,N10156,4299,EWR,DCA,38,199,21,57
2014,7,14,2043,164,2213,143,0,EV,N13161,4310,LGA,CLE,66,419,20,43
2014,7,14,2326,204,55,185,0,EV,N16911,4314,LGA,CLE,70,419,23,26
2014,7,14,2132,321,19,348,0,EV,N27190,4328,EWR,MSY,161,1167,21,32
2014,7,14,554,-6,728,-15,0,EV,N26141,4334,EWR,CMH,74,463,5,54
2014,7,14,1250,28,1426,23,0,EV,N19554,4335,EWR,CMH,75,463,12,50
2014,7,14,1445,5,1607,8,0,EV,N14905,4372,EWR,DCA,60,199,14,45
2014,7,14,1445,101,1626,91,0,EV,N16911,4199,LGA,CLE,74,419,14,45
2014,7,14,1424,-5,1551,-29,0,EV,N26549,4200,LGA,CLE,70,419,14,24
2014,7,14,959,-4,1108,-12,0,EV,N16541,4240,EWR,BUF,49,282,9,59
2014,7,14,628,-2,749,11,0,EV,N13970,4241,EWR,DCA,43,199,6,28
2014,7,14,2057,142,2348,177,0,EV,N15555,4244,EWR,CVG,96,569,20,57
2014,7,14,745,-7,935,-14,0,EV,N13958,4246,EWR,DTW,83,488,7,45
2014,7,14,904,39,1051,45,0,EV,N21537,4250,EWR,CMH,78,463,9,4
2014,7,14,624,-6,831,-11,0,EV,N13956,4393,EWR,IND,99,645,6,24
2014,7,14,1448,40,1728,72,0,EV,N12160,4395,EWR,IND,100,645,14,48
2014,7,14,750,-3,948,-19,0,EV,N11140,4364,EWR,MCI,161,1092,7,50
2014,7,14,629,-2,820,-10,0,EV,N19966,4471,EWR,CLT,87,529,6,29
2014,7,14,630,0,801,9,0,EV,N12122,4422,EWR,PIT,54,319,6,30
2014,7,14,2124,249,2328,287,0,EV,N13553,4423,EWR,PIT,57,319,21,24
2014,7,14,610,10,735,3,0,EV,N12136,4424,EWR,RDU,62,416,6,10
2014,7,14,1255,52,1348,38,0,EV,N11548,4434,EWR,MHT,37,209,12,55
2014,7,14,1107,11,1307,-1,0,EV,N12921,4445,EWR,IND,101,645,11,7
2014,7,14,1449,24,1705,11,0,EV,N11539,4447,EWR,ATL,110,746,14,49
2014,7,14,841,-4,1000,-12,0,EV,N16546,4409,EWR,RIC,55,277,8,41
2014,7,14,624,-6,837,-3,0,EV,N13202,4419,EWR,XNA,168,1131,6,24
2014,7,14,1313,15,1518,7,0,EV,N21154,4514,EWR,MSY,160,1167,13,13
2014,7,14,626,-4,800,13,0,EV,N12569,4533,EWR,BUF,51,282,6,26
2014,7,14,714,-6,908,-16,0,EV,N14168,4535,EWR,MSP,156,1008,7,14
2014,7,14,830,-3,1006,-18,0,EV,N29917,4537,EWR,MEM,137,946,8,30
2014,7,14,1000,-4,1206,-6,0,EV,N12569,4495,EWR,SAV,101,708,10,0
2014,7,14,1056,-3,1208,-8,0,EV,N13161,4510,EWR,MKE,112,725,10,56
2014,7,14,1032,-3,1138,-10,0,EV,N13133,4511,EWR,ROC,44,246,10,32
2014,7,14,1154,-6,1318,-14,0,EV,N14204,4548,EWR,RDU,64,416,11,54
2014,7,14,1314,9,1442,1,0,EV,N14542,4552,EWR,GSO,68,445,13,14
2014,7,14,609,-6,749,-11,0,EV,N16951,4558,LGA,CLE,71,419,6,9
2014,7,14,957,87,1143,82,0,EV,N16911,4559,LGA,CLE,68,419,9,57
2014,7,14,1150,0,1355,1,0,EV,N12166,4567,EWR,MCI,160,1092,11,50
2014,7,14,1522,-3,1705,7,0,EV,N13566,4580,EWR,MKE,116,725,15,22
2014,7,14,2052,200,2320,236,0,EV,N48901,4581,EWR,CMH,82,463,20,52
2014,7,14,1448,60,1709,81,0,EV,N11199,4687,EWR,CVG,94,569,14,48
2014,7,14,849,0,943,-17,0,EV,N19554,4696,EWR,MHT,35,209,8,49
2014,7,14,1358,21,1537,21,0,EV,N12924,4628,EWR,STL,143,872,13,58
